year,ppm,temperature,coal,oil,gas,cement,flaring,other,fossil_total,landuse_sink,landuse_emission,landuse_balance,bio_sink,ocean_sink,atmosphere_growth,res_gas_min,res_gas_max,res_gas_avrg,res_coal_min,res_coal_max,res_coal_avrg,res_oil_min,res_oil_max,res_oil_avrg,res_fossil_min,res_fossil_max,res_fossil_avrg,res_soil_min,res_soil_max,res_soil_avrg,res_veg_min,res_veg_max,res_ver_avrg,res_bio_min,res_bio_max,res_bio_avrg,res_ocean,res_atmosphere,res_permafrost
1790,315.75,0.43,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.09,1.57,2.66,0.67,0.92,0.06,428.10,1180.10,804.10,612.45,707.45,659.95,297.97,388.97,343.47,1338.53,2276.53,1807.53,1374.21,2274.21,1824.21,414.52,614.52,514.52,1788.73,2888.73,2338.73,40263.30,403.41,1700.00
1789,314.84,0.45,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.11,1.56,2.66,0.68,0.92,0.06,428.10,1180.10,804.10,612.49,707.49,659.99,297.98,388.98,343.48,1338.57,2276.57,1807.57,1373.68,2273.68,1823.68,414.37,614.37,514.37,1788.05,2888.05,2338.05,40262.38,403.35,1700.00
1788,321.33,-0.08,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.12,1.55,2.67,0.68,0.93,0.06,428.10,1180.10,804.10,612.53,707.53,660.03,297.98,388.98,343.48,1338.61,2276.61,1807.61,1373.14,2273.14,1823.14,414.22,614.22,514.22,1787.36,2887.36,2337.36,40261.45,403.30,1700.00
1787,321.33,-0.02,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.14,1.54,2.68,0.69,0.93,0.06,428.10,1180.10,804.10,612.57,707.57,660.07,297.98,388.98,343.48,1338.65,2276.65,1807.65,1372.61,2272.61,1822.61,414.07,614.07,514.07,1786.68,2886.68,2336.68,40260.51,403.24,1700.00
1786,319.60,-0.06,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.16,1.53,2.69,0.69,0.94,0.06,428.10,1180.10,804.10,612.61,707.61,660.11,297.98,388.98,343.48,1338.69,2276.69,1807.69,1372.07,2272.07,1822.07,413.92,613.92,513.92,1785.98,2885.98,2335.98,40259.57,403.19,1700.00
1785,318.12,-0.11,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.17,1.52,2.69,0.70,0.94,0.06,428.10,1180.10,804.10,612.64,707.64,660.14,297.98,388.98,343.48,1338.73,2276.73,1807.73,1371.52,2271.52,1821.52,413.76,613.76,513.76,1785.29,2885.29,2335.29,40258.63,403.13,1700.00
1784,318.13,-0.20,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.19,1.51,2.70,0.70,0.95,0.06,428.10,1180.10,804.10,612.68,707.68,660.18,297.99,388.99,343.49,1338.77,2276.77,1807.77,1370.98,2270.98,1820.98,413.61,613.61,513.61,1784.59,2884.59,2334.59,40257.68,403.07,1700.00
1783,317.24,0.05,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.21,1.50,2.71,0.71,0.95,0.06,428.10,1180.10,804.10,612.72,707.72,660.22,297.99,388.99,343.49,1338.80,2276.80,1807.80,1370.43,2270.43,1820.43,413.45,613.45,513.45,1783.88,2883.88,2333.88,40256.73,403.02,1700.00
1782,317.25,0.03,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.22,1.49,2.71,0.71,0.96,0.06,428.10,1180.10,804.10,612.76,707.76,660.26,297.99,388.99,343.49,1338.84,2276.84,1807.84,1369.87,2269.87,1819.87,413.30,613.30,513.30,1783.17,2883.17,2333.17,40255.77,402.96,1700.00
1781,316.37,0.06,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.24,1.48,2.72,0.71,0.97,0.06,428.10,1180.10,804.10,612.79,707.79,660.29,297.99,388.99,343.49,1338.88,2276.88,1807.88,1369.31,2269.31,1819.31,413.14,613.14,513.14,1782.45,2882.45,2332.45,40254.80,402.91,1700.00
1780,315.76,-0.13,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-1.26,1.47,2.73,0.71,0.96,0.05,428.10,1180.10,804.10,612.81,707.81,660.31,297.99,388.99,343.49,1338.91,2276.91,1807.91,1368.76,2268.76,1818.76,412.98,612.98,512.98,1781.74,2881.74,2331.74,40253.84,402.85,1700.00
1779,314.85,0.13,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-1.27,1.46,2.73,0.72,0.97,0.05,428.10,1180.10,804.10,612.83,707.83,660.33,298.00,389.00,343.50,1338.93,2276.93,1807.93,1368.20,2268.20,1818.20,412.82,612.82,512.82,1781.02,2881.02,2331.02,40252.87,402.80,1700.00
1778,321.34,-0.10,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-1.29,1.45,2.74,0.72,0.97,0.05,428.10,1180.10,804.10,612.85,707.85,660.35,298.00,389.00,343.50,1338.95,2276.95,1807.95,1367.63,2267.63,1817.63,412.67,612.67,512.67,1780.30,2880.30,2330.30,40251.89,402.75,1700.00
1777,321.35,-0.01,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-1.31,1.44,2.75,0.73,0.98,0.05,428.10,1180.10,804.10,612.87,707.87,660.37,298.00,389.00,343.50,1338.97,2276.97,1807.97,1367.06,2267.06,1817.06,412.51,612.51,512.51,1779.57,2879.57,2329.57,40250.91,402.69,1700.00
1776,319.61,-0.07,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-1.32,1.43,2.75,0.73,0.98,0.05,428.10,1180.10,804.10,612.89,707.89,660.39,298.00,389.00,343.50,1338.99,2276.99,1807.99,1366.49,2266.49,1816.49,412.34,612.34,512.34,1778.84,2878.84,2328.84,40249.93,402.64,1700.00
1775,318.13,0.31,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-1.34,1.42,2.76,0.74,0.99,0.05,428.10,1180.10,804.10,612.91,707.91,660.41,298.00,389.00,343.50,1339.02,2277.02,1808.02,1365.92,2265.92,1815.92,412.18,612.18,512.18,1778.10,2878.10,2328.10,40248.94,402.58,1700.00
1774,318.13,0.33,0.02,0.00,0.00,0.00,0.01,0.00,0.03,-1.36,1.41,2.77,0.74,0.99,0.05,428.10,1180.10,804.10,612.93,707.93,660.43,298.01,389.01,343.51,1339.04,2277.04,1808.04,1365.34,2265.34,1815.34,412.02,612.02,512.02,1777.36,2877.36,2327.36,40247.95,402.53,1700.00
1773,317.26,-0.19,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-1.38,1.40,2.77,0.75,1.00,0.05,428.10,1180.10,804.10,612.95,707.95,660.45,298.01,389.01,343.51,1339.06,2277.06,1808.06,1364.76,2264.76,1814.76,411.85,611.85,511.85,1776.61,2876.61,2326.61,40246.95,402.48,1700.00
1772,317.26,0.47,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-1.39,1.39,2.78,0.75,1.01,0.05,428.10,1180.10,804.10,612.97,707.97,660.47,298.01,389.01,343.51,1339.08,2277.08,1808.08,1364.17,2264.17,1814.17,411.69,611.69,511.69,1775.86,2875.86,2325.86,40245.94,402.42,1700.00
1771,316.38,0.49,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-1.41,1.38,2.79,0.76,1.01,0.05,428.10,1180.10,804.10,612.99,707.99,660.49,298.01,389.01,343.51,1339.10,2277.10,1808.10,1363.58,2263.58,1813.58,411.52,611.52,511.52,1775.10,2875.10,2325.10,40244.93,402.37,1700.00
1770,315.77,-0.08,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.43,1.37,2.79,0.76,1.01,0.05,428.10,1180.10,804.10,613.00,708.00,660.50,298.01,389.01,343.51,1339.12,2277.12,1808.12,1362.99,2262.99,1812.99,411.36,611.36,511.36,1774.35,2874.35,2324.35,40243.92,402.32,1700.00
1769,314.86,-0.02,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.44,1.36,2.80,0.76,1.02,0.05,428.10,1180.10,804.10,613.01,708.01,660.51,298.02,389.02,343.52,1339.13,2277.13,1808.13,1362.39,2262.39,1812.39,411.19,611.19,511.19,1773.58,2873.58,2323.58,40242.90,402.26,1700.00
1768,321.36,-0.06,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.46,1.35,2.81,0.77,1.02,0.05,428.10,1180.10,804.10,613.02,708.02,660.52,298.02,389.02,343.52,1339.14,2277.14,1808.14,1361.80,2261.80,1811.80,411.02,611.02,511.02,1772.82,2872.82,2322.82,40241.88,402.21,1700.00
1767,321.37,-0.11,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.48,1.34,2.82,0.77,1.03,0.05,428.10,1180.10,804.10,613.03,708.03,660.53,298.02,389.02,343.52,1339.15,2277.15,1808.15,1361.19,2261.19,1811.19,410.85,610.85,510.85,1772.04,2872.04,2322.04,40240.85,402.16,1700.00
1766,319.62,-0.20,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.49,1.33,2.82,0.78,1.03,0.05,428.10,1180.10,804.10,613.04,708.04,660.54,298.02,389.02,343.52,1339.16,2277.16,1808.16,1360.59,2260.59,1810.59,410.68,610.68,510.68,1771.27,2871.27,2321.27,40239.81,402.11,1700.00
1765,318.14,0.05,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.51,1.32,2.83,0.78,1.04,0.05,428.10,1180.10,804.10,613.05,708.05,660.55,298.02,389.02,343.52,1339.18,2277.18,1808.18,1359.98,2259.98,1809.98,410.51,610.51,510.51,1770.49,2870.49,2320.49,40238.77,402.05,1700.00
1764,318.14,0.03,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.53,1.31,2.84,0.79,1.04,0.05,428.10,1180.10,804.10,613.06,708.06,660.56,298.03,389.03,343.53,1339.19,2277.19,1808.19,1359.37,2259.37,1809.37,410.33,610.33,510.33,1769.70,2869.70,2319.70,40237.73,402.00,1700.00
1763,317.27,0.06,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.54,1.30,2.84,0.79,1.05,0.05,428.10,1180.10,804.10,613.07,708.07,660.57,298.03,389.03,343.53,1339.20,2277.20,1808.20,1358.75,2258.75,1808.75,410.16,610.16,510.16,1768.91,2868.91,2318.91,40236.68,401.95,1700.00
1762,317.28,-0.14,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.56,1.29,2.85,0.80,1.06,0.05,428.10,1180.10,804.10,613.08,708.08,660.58,298.03,389.03,343.53,1339.21,2277.21,1808.21,1358.13,2258.13,1808.13,409.98,609.98,509.98,1768.11,2868.11,2318.11,40235.62,401.90,1700.00
1761,316.39,0.14,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.58,1.28,2.86,0.80,1.06,0.05,428.10,1180.10,804.10,613.09,708.09,660.59,298.03,389.03,343.53,1339.22,2277.22,1808.22,1357.50,2257.50,1807.50,409.81,609.81,509.81,1767.31,2867.31,2317.31,40234.56,401.85,1700.00
1760,315.78,-0.10,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.59,1.27,2.86,0.81,1.07,0.05,428.10,1180.10,804.10,613.10,708.10,660.60,298.03,389.03,343.53,1339.24,2277.24,1808.24,1356.87,2256.87,1806.87,409.63,609.63,509.63,1766.51,2866.51,2316.51,40233.50,401.80,1700.00
1759,314.87,-0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.61,1.26,2.87,0.81,1.07,0.05,428.10,1180.10,804.10,613.11,708.11,660.61,298.04,389.04,343.54,1339.25,2277.25,1808.25,1356.24,2256.24,1806.24,409.45,609.45,509.45,1765.70,2865.70,2315.70,40232.43,401.75,1700.00
1758,321.38,-0.07,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.63,1.25,2.88,0.81,1.08,0.05,428.10,1180.10,804.10,613.12,708.12,660.62,298.04,389.04,343.54,1339.26,2277.26,1808.26,1355.61,2255.61,1805.61,409.27,609.27,509.27,1764.88,2864.88,2314.88,40231.35,401.69,1700.00
1757,321.39,0.34,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.64,1.24,2.88,0.82,1.08,0.05,428.10,1180.10,804.10,613.13,708.13,660.63,298.04,389.04,343.54,1339.27,2277.27,1808.27,1354.97,2254.97,1804.97,409.09,609.09,509.09,1764.06,2864.06,2314.06,40230.27,401.64,1700.00
1756,319.63,0.36,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.66,1.23,2.89,0.82,1.09,0.05,428.10,1180.10,804.10,613.14,708.14,660.64,298.04,389.04,343.54,1339.28,2277.28,1808.28,1354.32,2254.32,1804.32,408.91,608.91,508.91,1763.24,2863.24,2313.24,40229.18,401.59,1700.00
1755,318.14,-0.20,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.68,1.22,2.90,0.83,1.09,0.05,428.10,1180.10,804.10,613.15,708.15,660.65,298.04,389.04,343.54,1339.30,2277.30,1808.30,1353.68,2253.68,1803.68,408.73,608.73,508.73,1762.41,2862.41,2312.41,40228.09,401.54,1700.00
1754,318.15,0.51,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.69,1.21,2.90,0.83,1.10,0.05,428.10,1180.10,804.10,613.16,708.16,660.66,298.05,389.05,343.55,1339.31,2277.31,1808.31,1353.03,2253.03,1803.03,408.55,608.55,508.55,1761.57,2861.57,2311.57,40226.99,401.49,1700.00
1753,317.28,0.53,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.71,1.20,2.91,0.84,1.10,0.05,428.10,1180.10,804.10,613.17,708.17,660.67,298.05,389.05,343.55,1339.32,2277.32,1808.32,1352.37,2252.37,1802.37,408.36,608.36,508.36,1760.73,2860.73,2310.73,40225.88,401.44,1700.00
1752,317.29,-0.08,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.73,1.19,2.92,0.84,1.11,0.05,428.10,1180.10,804.10,613.18,708.18,660.68,298.05,389.05,343.55,1339.33,2277.33,1808.33,1351.71,2251.71,1801.71,408.18,608.18,508.18,1759.89,2859.89,2309.89,40224.77,401.39,1700.00
1751,316.40,-0.02,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-1.74,1.18,2.92,0.85,1.12,0.05,428.10,1180.10,804.10,613.19,708.19,660.69,298.05,389.05,343.55,1339.34,2277.34,1808.34,1351.05,2251.05,1801.05,407.99,607.99,507.99,1759.04,2859.04,2309.04,40223.66,401.34,1700.00
